AccSpeciesID	AccSpeciesName	ObsNum	ObsGRNum	MeasNum	MeasGRNum	TraitNum	BETY.species.id
16482	Cyphomandra betacea	55	NA	67	NA	31	18920
16484	Cyphomandra hartwegii	122	3	155	17	21	18932
16486	Cyphomandra oblongifolia	14	NA	17	NA	6	1000004047
16549	Cypripedium acaule	14	1	26	6	10	18990
16551	Cypripedium fasciculatum	12	NA	36	NA	12	19107
16552	Cypripedium montanum	12	NA	36	NA	12	19143
16554	Cypselea humifusa	7	NA	14	NA	7	19250
16555	Cyrilla racemiflora	274	104	1004	536	127	19284
16557	Cyrtandra dentata	12	NA	11	NA	8	19554
16558	Cyrtandra filipes	11	NA	9	NA	7	19601
16559	Cyrtandra grandiflora	12	NA	12	NA	7	19672
16560	Cyrtandra kauaiensis	20	NA	26	NA	7	19851
16561	Cyrtandra longifolia	19	NA	21	NA	7	19970
16562	Cyrtandra macrocalyx	11	NA	9	NA	7	20029
16564	Cyrtandra paludosa	26	NA	32	NA	7	20170
16566	Cyrtandra platyphylla	24	NA	29	NA	8	20218
16568	Cyrtandra waianaeensis	12	NA	13	NA	8	20455
16588	Cyrtococcum oxyphyllum	8	NA	13	NA	6	20586
16589	Cyrtococcum patens	36	19	80	57	19	20598
16593	Cyrtomium falcatum	26	9	105	25	47	20633
16594	Cyrtomium fortunei	13	NA	108	NA	33	20645
16606	Cystopteris fragilis	388	32	746	224	101	20867
16607	Cystopteris montana	114	NA	175	NA	72	20902
16621	Cytisus decumbens	16	NA	17	NA	9	21042
16629	Cytisus multiflorus	70	2	103	9	32	21065
16630	Cytisus nigricans	121	2	231	45	80	21076
16641	Cytisus scoparius	675	82	1950	671	263	21099
16644	Cytisus striatus	107	3	201	50	77	21134
16646	Cytisus villosus	31	NA	51	NA	29	21145
16651	Dacrycarpus cinctus	11	NA	31	NA	18	419
16652	Dacrycarpus dacrydioides	83	49	563	459	91	21191
16653	Dacrycarpus imbricatus	45	16	249	196	51	1000021015
16656	Dacrydium beccarii	20	2	55	24	22	50183
16660	Dacrydium cupressinum	145	75	924	622	132	420
16670	Dacryodes belemensis	14	NA	19	NA	8	1000004059
16674	Dacryodes cupularis	39	3	88	44	41	1000004061
16675	Dacryodes edulis	51	2	82	22	46	21247
16676	Dacryodes excelsa	71	31	377	227	117	421
16681	Dacryodes kukachkana	48	NA	51	NA	27	1000004063
16686	Dacryodes nitens	107	61	557	501	69	1000004065
16688	Dacryodes occidentalis	63	NA	68	NA	27	1000004066
16689	Dacryodes olivifera	39	3	86	43	40	1000004067
16690	Dacryodes peruviana	173	8	239	66	44	1000004068
16692	Dacryodes roraimensis	16	1	27	5	11	1000004069
16696	Dacryodes sclerophylla	21	3	41	14	17	1000004070
16700	Dactylis glomerata	2763	851	14113	8388	387	21341
16705	Dactyloctenium aegyptium	162	5	258	25	49	21465
16707	Dactyloctenium australe	29	15	140	90	45	21477
16711	Dactyloctenium giganteum	27	NA	34	NA	12	21501
16714	Dactyloctenium radulans	32	7	86	52	22	21512
16725	Dactylorhiza incarnata	468	98	727	129	122	21570
16729	Dactylorhiza maculata	386	14	657	58	124	50184
16730	Dactylorhiza majalis	234	71	553	73	103	21582
16745	Dahlia coccinea	30	NA	33	NA	5	21819
16748	Dahlia pinnata	49	NA	70	NA	17	21831
16754	Dalbergia armata	35	6	110	72	39	423
16759	Dalbergia brownei	58	1	75	6	15	21855
16769	Dalbergia frutescens	184	12	253	60	43	1000004076
16772	Dalbergia glabra	79	4	94	10	14	1000004077
16783	Dalbergia latifolia	180	1	195	2	37	21890
16787	Dalbergia melanoxylon	131	22	367	207	94	50185
16789	Dalbergia monetaria	141	40	297	187	39	21902
16798	Dalbergia retusa	173	16	291	120	61	1000004082
16800	Dalbergia riparia	19	NA	26	NA	7	1000004084
16805	Dalbergia sissoo	179	9	507	78	67	21926
16810	Dalbergia subcymosa	46	41	179	167	15	1000004086
16811	Dalbergia tucurensis	17	NA	25	NA	12	21938
16812	Dalbergia variabilis	14	NA	17	NA	4	1000004088
16814	Dalea albiflora	26	NA	50	NA	13	21972
16816	Dalea bicolor	24	NA	39	NA	10	22006
16817	Dalea candida	160	107	1053	837	70	22053
16818	Dalea carnea	17	NA	26	NA	8	22089
16819	Dalea compacta	20	NA	32	NA	10	22197
16821	Dalea emarginata	17	NA	32	NA	10	22245
16822	Dalea feayi	14	NA	23	NA	8	22292
16824	Dalea grayi	13	NA	21	NA	8	22374
16825	Dalea lachnostachys	18	NA	36	NA	11	22420
16826	Dalea leporina	47	4	81	18	20	22491
16827	Dalea lumholtzii	16	NA	34	NA	11	22503
16828	Dalea mollissima	15	NA	20	NA	8	22538
16830	Dalea multiflora	18	4	39	18	18	22550
16832	Dalea pogonathera	18	NA	29	NA	11	22729
16835	Dalea pulchra	15	NA	22	NA	9	22786
16836	Dalea purpurea	162	101	1078	855	76	22798
16837	Dalea searlsiae	22	NA	29	NA	10	22892
16839	Dalea villosa	29	5	77	44	29	22998
16840	Dalea virgata	22	NA	35	NA	7	23034
16844	Dalechampia cissifolia	55	NA	64	NA	7	1000004099
16845	Dalechampia dioscoreifolia	54	NA	66	NA	11	1000004100
16850	Dalechampia scandens	190	NA	216	NA	15	23070
16854	Dalechampia spathulata	23	NA	26	NA	7	1000004106
16855	Dalechampia stipulacea	88	NA	107	NA	10	1000004107
16861	Damasonium californicum	13	NA	100	NA	49	23140
16863	Damnacanthus indicus	29	15	251	221	67	23162
16874	Danaea nodosa	159	46	1157	1038	36	23221
16877	Daniellia ogea	209	2	213	8	35	23255
16878	Daniellia oliveri	208	50	1075	882	108	23266
16882	Daniellia thurifera	21	NA	25	NA	8	23277
16883	Danthonia alpina	90	NA	243	NA	80	23300
16890	Danthonia californica	44	18	238	126	54	23311
16896	Danthonia compressa	22	7	142	37	54	23323
16898	Danthonia decumbens	658	39	1393	213	158	1302
16903	Danthonia intermedia	23	4	147	37	72	23357
16910	Danthonia parryi	11	NA	18	NA	8	23369
16917	Danthonia sericea	14	NA	19	NA	7	23380
16919	Danthonia spicata	53	28	205	154	37	424
16921	Danthonia unispicata	9	NA	96	NA	48	23403
16928	Danthoniopsis dinteri	19	NA	32	NA	16	23425
16934	Danthoniopsis pruinosa	11	NA	16	NA	7	23435
16950	Daphne cneorum	95	1	231	23	99	23456
16954	Daphne gnidium	155	29	498	198	129	50186
16958	Daphne laureola	648	428	3734	3376	132	23468
16960	Daphne mezereum	460	72	1096	499	179	425
16982	Daphnopsis americana	107	6	147	37	18	23500
16988	Daphnopsis philippiana	50	3	79	17	43	426
16993	Darlingtonia californica	16	NA	24	NA	9	23557
16994	Darmera peltata	26	1	62	24	29	23581
17010	Dasylirion leiophyllum	15	NA	24	NA	10	23675
17012	Dasylirion texanum	13	NA	22	NA	10	23687
17013	Dasylirion wheeleri	21	NA	125	NA	50	23699
17015	Dasyphyllum diacanthoides	100	26	236	137	60	50187
17020	Dasypyrum villosum	41	NA	73	NA	26	23768
17021	Datisca cannabina	16	NA	36	NA	12	23790
17022	Datisca glomerata	16	NA	23	NA	9	23802
17024	Datura discolor	18	NA	37	NA	14	23824
17028	Datura inoxia	63	NA	84	NA	27	23847
17029	Datura metel	68	1	107	4	29	1000004136
17031	Datura quercifolia	16	NA	30	NA	11	23892
17032	Datura reburra	8	NA	11	NA	3	23903
17034	Datura stramonium	683	65	1071	197	196	427
17037	Datura wrightii	81	61	525	488	29	23925
17041	Daucus carota	1863	362	6211	2195	324	428
17049	Daucus pusillus	67	30	271	210	23	23981
17055	Davallia solida	31	16	71	53	21	24004
17074	Daviesia nudiflora	8	NA	21	NA	14	429
17075	Daviesia preissii	12	NA	26	NA	14	430
17076	Daviesia quadrilatera	7	NA	18	NA	13	431
17086	Davilla nitida	253	40	591	357	39	1000004138
17087	Davilla rugosa	451	318	1451	1313	43	50188
17093	Decaphalangium peruvianum	29	2	49	13	13	1000004139
17101	Declieuxia fruticosa	46	1	100	3	26	1000004140
17104	Decodon verticillatus	68	2	169	8	73	24049
17107	Dedeckera eurekensis	11	NA	13	NA	7	24095
17111	Deguelia scandens	73	5	98	14	17	1000004142
17136	Delissea rhytidosperma	20	3	71	39	32	24541
17137	Delissea subcordata	16	NA	17	NA	8	24565
17140	Delonix regia	166	5	325	38	109	24601
17146	Delostoma integrifolium	83	NA	90	NA	26	1000004145
17150	Delphinium cardinale	15	NA	29	NA	11	24837
17155	Delphinium elatum	122	6	262	38	74	25000
17156	Delphinium exaltatum	10	NA	14	NA	8	25012
17158	Delphinium glaucum	18	NA	109	NA	51	25084
17160	Delphinium grandiflorum	36	11	466	428	70	25108
17163	Delphinium hansenii	24	NA	41	NA	12	25156
17164	Delphinium hesperium	19	NA	27	NA	10	25203
17167	Delphinium laxiflorum	5	NA	8	NA	7	25284
17169	Delphinium luteum	11	NA	18	NA	9	25308
17170	Delphinium menziesii	17	NA	24	NA	9	25332
17172	Delphinium nudicaule	10	NA	17	NA	9	25401
17173	Delphinium nuttallianum	84	64	410	383	26	25425
17175	Delphinium parishii	18	NA	25	NA	9	25482
17176	Delphinium parryi	28	NA	42	NA	12	25527
17181	Delphinium recurvatum	10	NA	17	NA	9	25693
17183	Delphinium scopulorum	14	NA	19	NA	9	25740
17187	Delphinium tricorne	12	1	24	6	10	25787
17189	Delphinium uliginosum	10	NA	18	NA	10	25811
17190	Delphinium variegatum	17	1	37	14	20	25835
17192	Demosthenesia spectabilis	13	NA	30	NA	13	1000004149
17195	Dendrobangia boliviana	421	239	1732	1528	83	1000004152
17196	Dendrobangia multinervia	26	3	70	38	36	1000004153
17212	Dendrobium linguiforme	11	1	25	6	11	26068
17235	Dendrocalamus asper	16	4	53	10	17	26104
17279	Dendrocalamus strictus	32	6	109	59	53	26128
17291	Dendromecon harfordii	11	NA	21	NA	10	26258
17292	Dendromecon rigida	76	8	184	66	64	26270
17296	Dendropanax arboreus	1085	371	4272	3503	141	26318
17297	Dendropanax caucanus	110	20	272	173	54	1000004157
17298	Dendropanax gonatopodus	89	NA	96	NA	27	1000004161
17308	Dendrosenecio keniodendron	32	3	54	15	28	2726
17325	Dennstaedtia punctilobula	23	8	87	59	30	433
17332	Dentella repens	7	3	21	9	13	26556
17333	Deparia acrostichoides	17	2	41	19	20	26579
17340	Derris elliptica	70	20	107	51	32	26825
17350	Derris trifoliata	66	6	107	24	38	26848
17358	Deschampsia antarctica	28	2	86	13	29	435
17365	Deschampsia cespitosa	2179	423	5911	1912	314	26905
17370	Deschampsia danthonioides	22	NA	113	NA	53	26917
17372	Deschampsia elongata	15	NA	105	NA	49	26929
17373	Deschampsia flexuosa	1421	451	4179	1811	252	26941
17386	Deschampsia media	102	NA	204	NA	71	26986
17391	Deschampsia nubigena	18	2	58	35	20	26998
17396	Deschampsia setacea	270	NA	592	NA	100	27010
17409	Descurainia pinnata	48	2	76	9	15	27175
17412	Descurainia sophia	450	38	930	261	163	27319
17414	Desfontainia spinosa	82	1	89	2	26	27353
17415	Desmanthus acuminatus	19	NA	31	NA	10	27377
17416	Desmanthus bicornutus	21	NA	38	NA	12	27389
17418	Desmanthus illinoensis	56	11	336	56	81	2662
17419	Desmanthus velutinus	17	NA	32	NA	11	27531
17420	Desmanthus virgatus	103	2	235	14	60	27542
17426	Desmodium adscendens	131	14	194	51	26	1000004223
